site	device	port	iftype	netbox_description	far_device	far_port	far_role	class	mbps	expected	len	note
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE01	3	1000base-t		HU-DEB-NAG-L01-ACPO03	mgmt0	Access Point	UP	1000	UP-L01-AP03	11	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE01	4	1000base-t		HU-DEB-NAG-L01-ACPO04	mgmt0	Access Point	UP	1000	UP-L01-AP04	11	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE01	5	1000base-t		HU-DEB-NAG-L01-ACPO05	mgmt0	Access Point	UP	1000	UP-L01-AP05	11	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE01	6	1000base-t		HU-DEB-NAG-L01-ACPO06	mgmt0	Access Point	UP	1000	UP-L01-AP06	11	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE01	7	1000base-t		HU-DEB-NAG-L01-ACPO07	mgmt0	Access Point	UP	1000	UP-L01-AP07	11	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE02	24	1000base-t		HU-DEB-NAG-L01-DIST01	2	Switch Dist	USW	1000	USW-1G-L01-DI01_P2	18	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE03	24	1000base-t		HU-DEB-NAG-L01-DIST01	3	Switch Dist	USW	1000	USW-1G-L01-DI01_P3	18	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE04	24	1000base-t		HU-DEB-NAG-L01-DIST01	4	Switch Dist	USW	1000	USW-1G-L01-DI01_P4	18	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE05	24	1000base-t	L01-DIST01_p5	HU-DEB-NAG-L01-DIST01	5	Switch Dist	USW	1000	USW-1G-L01-DI01_P5	18	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE06	24	1000base-t		HU-DEB-NAG-L01-DIST01	6	Switch Dist	USW	1000	USW-1G-L01-DI01_P6	18	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE07	24	1000base-t	L01-DIST01_p7	HU-DEB-NAG-L01-DIST01	7	Switch Dist	USW	1000	USW-1G-L01-DI01_P7	18	
HU-DEB-NAG-A	HU-DEB-NAG-L01-ACCE08	24	1000base-t	L01-DIST01_p8	HU-DEB-NAG-L01-DIST01	8	Switch Dist	USW	1000	USW-1G-L01-DI01_P8	18	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	1	1000base-t	L01-ACCE01	HU-DEB-NAG-L01-ACCE01	24	Switch Access	USW	1000	USW-1G-L01-AC01_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	2	1000base-t	L01-ACCE02	HU-DEB-NAG-L01-ACCE02	24	Switch Access	USW	1000	USW-1G-L01-AC02_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	27	1000base-x-sfp	GFL-ACCE08_p24	HU-DEB-NAG-GFL-ACCE08	24	Switch Access	USW	1000	USW-1G-GFL-AC08_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	29	10gbase-x-sfpp	MLAG_CORE01_p35	HU-DEB-NAG-CORE01	35	Switch Core	USW	10000	USW-NAG-CO01_P35	16	MLAG
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	3	1000base-t	L01-ACCE03	HU-DEB-NAG-L01-ACCE03	24	Switch Access	USW	1000	USW-1G-L01-AC03_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	30	10gbase-x-sfpp	MLAG_CORE02_p35	HU-DEB-NAG-CORE02	35	Switch Core	USW	10000	USW-NAG-CO02_P35	16	MLAG
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	4	1000base-t	L01-ACCE04	HU-DEB-NAG-L01-ACCE04	24	Switch Access	USW	1000	USW-1G-L01-AC04_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	5	1000base-t	L01-ACCE05	HU-DEB-NAG-L01-ACCE05	24	Switch Access	USW	1000	USW-1G-L01-AC05_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	6	1000base-t	L01-ACCE06	HU-DEB-NAG-L01-ACCE06	24	Switch Access	USW	1000	USW-1G-L01-AC06_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	7	1000base-t	L01-ACCE07	HU-DEB-NAG-L01-ACCE07	24	Switch Access	USW	1000	USW-1G-L01-AC07_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-L01-DIST01	8	1000base-t	L01-ACCE08	HU-DEB-NAG-L01-ACCE08	24	Switch Access	USW	1000	USW-1G-L01-AC08_P24	19	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:12	1000base-t	SAN_ctrlA_LAN	HU-DEB-SAN01	CTE0.A.MGMT	Storage	MON	1000	MON-DEB-SN01_CTE0A	18	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:14	1000base-t	ESX11_ILO	hu-deb-p-esx11.sensirion.lokal	iDRAC 9 (NIC.1)	Server	MON	1000	MON-P-ES11_IDRAC9NIC	20	at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:15	1000base-t	ESX13_ILO	hu-deb-p-esx13.sensirion.lokal	iDRAC 9 (NIC.1)	Server	MON	1000	MON-P-ES13_IDRAC9NIC	20	at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:16	1000base-t	ESX11_ct0_eth0	hu-deb-p-esx11.sensirion.lokal	vmnic0	Server	US	1000	US-1G-P-ES11_VMNIC0	19	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:18	1000base-t	ESX13_et0_eth0	hu-deb-p-esx13.sensirion.lokal	vmnic0	Server	US	1000	US-1G-P-ES13_VMNIC0	19	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:20	1000base-t	SAN11_ct1_eth0	hu-deb-san11	ct0.eth0	Storage	MON	1000	MON-DEB-SN11_CT0ETH0	20	at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:30	10gbase-x-sfpp	CORE01_p5	HU-DEB-NAG-CORE01	5	Switch Core	USW	10000	USW-NAG-CO01_P5	15	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:31	extreme-summitstack		HU-DEB-NAG-MGMT01-2	02:32	Switch Mgmt	USW		USW-NAG-MG01-2_P2_32	20	stack,at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:32	extreme-summitstack		HU-DEB-NAG-MGMT01-2	02:31	Switch Mgmt	USW		USW-NAG-MG01-2_P2_31	20	stack,at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:5	1000base-t	FWGW01_MGMT1	HU-DEB-FWGW01	mgmt	Firewall	USW	1000	USW-1G-DEB-FW01_MGMT	20	at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:6	1000base-t	FWGW01_WAN1	HU-DEB-FWGW01	wan2	Firewall	USW	1000	USW-1G-DEB-FW01_WAN2	20	at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:7	1000base-t	FWGW01_WAN2	HU-DEB-FWGW01	wan1	Firewall	USW	1000	USW-1G-DEB-FW01_WAN1	20	at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-1	1:8	1000base-t	FWGW01_HA1	HU-DEB-FWGW01	ha1	Firewall	USW	1000	USW-1G-DEB-FW01_HA1	19	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-2	2:12	1000base-t	SAN_ctrlB_LAN	HU-DEB-SAN01	CTE0.B.MGMT	Storage	MON	1000	MON-DEB-SN01_CTE0B	18	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-2	2:16	1000base-t	ESX11_ct0_eth1	hu-deb-p-esx11.sensirion.lokal	vmnic1	Server	US	1000	US-1G-P-ES11_VMNIC1	19	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-2	2:18	1000base-t	ESX13_et0_eth1	hu-deb-p-esx13.sensirion.lokal	vmnic1	Server	US	1000	US-1G-P-ES13_VMNIC1	19	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-2	2:20	1000base-t	SAN11_ct0_eth0	hu-deb-san11	ct1.eth0	Storage	MON	1000	MON-DEB-SN11_CT1ETH0	20	at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-2	2:30	10gbase-x-sfpp	CORE02_p5	HU-DEB-NAG-CORE02	5	Switch Core	USW	10000	USW-NAG-CO02_P5	15	
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-2	2:31	extreme-summitstack		HU-DEB-NAG-MGMT01-1	01:32	Switch Mgmt	USW		USW-NAG-MG01-1_P1_32	20	stack,at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-2	2:32	extreme-summitstack		HU-DEB-NAG-MGMT01-1	01:31	Switch Mgmt	USW		USW-NAG-MG01-1_P1_31	20	stack,at-20
HU-DEB-NAG-A	HU-DEB-NAG-MGMT01-2	2:8	1000base-t	FWGW01_HA2	HU-DEB-FWGW01	ha2	Firewall	USW	1000	USW-1G-DEB-FW01_HA2	19	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	1	10gbase-x-sfpp	MGMT03_p1:30	HU-DEB-NAG-MGMT03-1	01:30	Switch Mgmt	USW	10000	USW-NAG-MG03-1_P1_30	20	at-20
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	10	10gbase-x-sfpp	esx12_ct1_eth0	hu-deb-p-esx12.sensirion.lokal	vmnic2	Server	US	10000	US-P-ES12_VMNIC2	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	11	10gbase-x-sfpp	esx12_ct1_eth2	hu-deb-p-esx12.sensirion.lokal	vmnic4	Server	US	10000	US-P-ES12_VMNIC4	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	12	10gbase-x-sfpp	esx14_ct1_eth0	hu-deb-p-esx14.sensirion.lokal	vmnic2	Server	US	10000	US-P-ES14_VMNIC2	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	13	10gbase-x-sfpp	esx14_ct1_eth2	hu-deb-p-esx14.sensirion.lokal	vmnic4	Server	US	10000	US-P-ES14_VMNIC4	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	24	10gbase-x-sfpp	SNAS01_p5	HU-DEB-P-SNAS01	LAN6	Storage	US	10000	US-P-NS01_LAN6	14	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	25	40gbase-x-qsfpp	CORE04_ISC	HU-DEB-NAG-CORE04	25	Switch Core	USW	40000	USW-40G-NAG-CO04_P25	20	ISC,at-20
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	29	40gbase-x-qsfpp	CORE04_ISC	HU-DEB-NAG-CORE04	29	Switch Core	USW	40000	USW-40G-NAG-CO04_P29	20	ISC,at-20
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	3	10gbase-x-sfpp	GFL-DIST30_p30	HU-DEB-NAG-GFL-DIST30	30	Switch Dist	USW	10000	USW-GFL-DI30_P30	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	33	10gbase-x-sfpp	CORE04_ISC_ALT	HU-DEB-NAG-CORE04	33	Switch Core	USW	10000	USW-NAG-CO04_P33	16	ISC
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	36	10gbase-x-sfpp	CORE01_p48	HU-DEB-NAG-CORE01	48	Switch Core	USW	10000	USW-A-CO01_P48	14	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	4	10gbase-x-sfpp	L01-DIST30_p30	HU-DEB-NAG-L01-DIST30	30	Switch Dist	USW	10000	USW-L01-DI30_P30	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE03	7	10gbase-x-sfpp	FWGW02_x1	HU-DEB-FWGW02	x1	Firewall	USW	10000	USW-DEB-FW02_X1	15	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	1	10gbase-x-sfpp	MGMT03_p2:30	HU-DEB-NAG-MGMT03-2	02:30	Switch Mgmt	USW	10000	USW-NAG-MG03-2_P2_30	20	at-20
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	10	10gbase-x-sfpp	esx12_ct1_eth1	hu-deb-p-esx12.sensirion.lokal	vmnic3	Server	US	10000	US-P-ES12_VMNIC3	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	11	10gbase-x-sfpp	esx12_ct1_eth3	hu-deb-p-esx12.sensirion.lokal	vmnic5	Server	US	10000	US-P-ES12_VMNIC5	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	12	10gbase-x-sfpp	esx14_ct1_eth1	hu-deb-p-esx14.sensirion.lokal	vmnic3	Server	US	10000	US-P-ES14_VMNIC3	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	13	10gbase-x-sfpp	esx14_ct1_eth3	hu-deb-p-esx14.sensirion.lokal	vmnic5	Server	US	10000	US-P-ES14_VMNIC5	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	24	10gbase-x-sfpp	SNAS01_p6	HU-DEB-P-SNAS01	LAN5	Storage	US	10000	US-P-NS01_LAN5	14	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	25	40gbase-x-qsfpp	CORE03_ISC	HU-DEB-NAG-CORE03	25	Switch Core	USW	40000	USW-40G-NAG-CO03_P25	20	ISC,at-20
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	29	40gbase-x-qsfpp	CORE03_ISC	HU-DEB-NAG-CORE03	29	Switch Core	USW	40000	USW-40G-NAG-CO03_P29	20	ISC,at-20
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	3	10gbase-x-sfpp	GFL-DIST30_p29	HU-DEB-NAG-GFL-DIST30	29	Switch Dist	USW	10000	USW-GFL-DI30_P29	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	33	10gbase-x-sfpp	CORE03_ISC_ALT	HU-DEB-NAG-CORE03	33	Switch Core	USW	10000	USW-NAG-CO03_P33	16	ISC
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	36	10gbase-x-sfpp	CORE02_p48	HU-DEB-NAG-CORE02	48	Switch Core	USW	10000	USW-A-CO02_P48	14	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	4	10gbase-x-sfpp	L01-DIST30_p29	HU-DEB-NAG-L01-DIST30	29	Switch Dist	USW	10000	USW-L01-DI30_P29	16	
HU-DEB-NAG-B	HU-DEB-NAG-CORE04	7	10gbase-x-sfpp	FWGW02_x2	HU-DEB-FWGW02	x2	Firewall	USW	10000	USW-DEB-FW02_X2	15	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE30	24	1000base-t	UPLINK	HU-DEB-NAG-GFL-DIST30	1	Switch Dist	USW	1000	USW-1G-GFL-DI30_P1	18	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	1	1000base-t		HU-DEB-NAG-GFL-ACPO12	mgmt0	Access Point	UP	1000	UP-GFL-AP12	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	23	1000base-t		HU-DEB-NAG-GFL-ACPO15	mgmt0	Access Point	UP	1000	UP-GFL-AP15	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	24	1000base-t	UPLINK	HU-DEB-NAG-GFL-DIST30	2	Switch Dist	USW	1000	USW-1G-GFL-DI30_P2	18	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	3	1000base-t		HU-DEB-NAG-GFL-ACPO16	mgmt0	Access Point	UP	1000	UP-GFL-AP16	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	4	1000base-t		HU-DEB-NAG-GFL-ACPO17	mgmt0	Access Point	UP	1000	UP-GFL-AP17	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	5	1000base-t		HU-DEB-NAG-GFL-ACPO13	mgmt0	Access Point	UP	1000	UP-GFL-AP13	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	6	1000base-t		HU-DEB-NAG-GFL-ACPO14	mgmt0	Access Point	UP	1000	UP-GFL-AP14	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	7	1000base-t		HU-DEB-NAG-GFL-ACPO20	mgmt0	Access Point	UP	1000	UP-GFL-AP20	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE31	9	1000base-t		HU-DEB-NAG-GFL-ACPO18	mgmt0	Access Point	UP	1000	UP-GFL-AP18	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	1	1000base-t		HU-DEB-NAG-GWH-ACPO01	mgmt0	Access Point	UP	1000	UP-GWH-AP01	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	10	1000base-t		HU-DEB-NAG-GWH-ACPO17	mgmt0	Access Point	UP	1000	UP-GWH-AP17	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	11	1000base-t		HU-DEB-NAG-GWH-ACPO21	mgmt0	Access Point	UP	1000	UP-GWH-AP21	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	2	1000base-t		HU-DEB-NAG-GWH-ACPO03	mgmt0	Access Point	UP	1000	UP-GWH-AP03	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	3	1000base-t		HU-DEB-NAG-GWH-ACPO05	mgmt0	Access Point	UP	1000	UP-GWH-AP05	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	30	1000base-x-sfp	UPLINK	HU-DEB-NAG-L01-DIST30	25	Switch Dist	USW	1000	USW-1G-L01-DI30_P25	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	4	1000base-t		HU-DEB-NAG-GWH-ACPO07	mgmt0	Access Point	UP	1000	UP-GWH-AP07	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	5	1000base-t		HU-DEB-NAG-GWH-ACPO09	mgmt0	Access Point	UP	1000	UP-GWH-AP09	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	6	1000base-t		HU-DEB-NAG-GWH-ACPO11	mgmt0	Access Point	UP	1000	UP-GWH-AP11	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	7	1000base-t		HU-DEB-NAG-GWH-ACPO13	mgmt0	Access Point	UP	1000	UP-GWH-AP13	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	8	1000base-t		HU-DEB-NAG-GWH-ACPO15	mgmt0	Access Point	UP	1000	UP-GWH-AP15	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE32	9	1000base-t		HU-DEB-NAG-GWH-ACPO19	mgmt0	Access Point	UP	1000	UP-GWH-AP19	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	1	1000base-t		HU-DEB-NAG-GWH-ACPO02	mgmt0	Access Point	UP	1000	UP-GWH-AP02	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	10	1000base-t		HU-DEB-NAG-GWH-ACPO22	mgmt0	Access Point	UP	1000	UP-GWH-AP22	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	11	1000base-t		HU-DEB-NAG-GWH-ACPO16	mgmt0	Access Point	UP	1000	UP-GWH-AP16	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	2	1000base-t		HU-DEB-NAG-GWH-ACPO04	mgmt0	Access Point	UP	1000	UP-GWH-AP04	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	3	1000base-t		HU-DEB-NAG-GWH-ACPO06	mgmt0	Access Point	UP	1000	UP-GWH-AP06	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	30	1000base-x-sfp	UPLINK	HU-DEB-NAG-L01-DIST30	26	Switch Dist	USW	1000	USW-1G-L01-DI30_P26	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	4	1000base-t		HU-DEB-NAG-GWH-ACPO08	mgmt0	Access Point	UP	1000	UP-GWH-AP08	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	5	1000base-t		HU-DEB-NAG-GWH-ACPO10	mgmt0	Access Point	UP	1000	UP-GWH-AP10	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	6	1000base-t		HU-DEB-NAG-GWH-ACPO12	mgmt0	Access Point	UP	1000	UP-GWH-AP12	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	7	1000base-t		HU-DEB-NAG-GWH-ACPO14	mgmt0	Access Point	UP	1000	UP-GWH-AP14	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	8	1000base-t		HU-DEB-NAG-GWH-ACPO18	mgmt0	Access Point	UP	1000	UP-GWH-AP18	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE33	9	1000base-t		HU-DEB-NAG-GWH-ACPO20	mgmt0	Access Point	UP	1000	UP-GWH-AP20	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE34	24	1000base-t	UPLINK	HU-DEB-NAG-GFL-DIST30	6	Switch Dist	USW	1000	USW-1G-GFL-DI30_P6	18	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE35	24	1000base-t	UPLINK	HU-DEB-NAG-GFL-DIST30	3	Switch Dist	USW	1000	USW-1G-GFL-DI30_P3	18	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE36	24	1000base-t	UPLINK	HU-DEB-NAG-GFL-DIST30	4	Switch Dist	USW	1000	USW-1G-GFL-DI30_P4	18	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE37	24	1000base-t	UPLINK	HU-DEB-NAG-GFL-DIST30	5	Switch Dist	USW	1000	USW-1G-GFL-DI30_P5	18	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE38	24	1000base-t	UPLINK	HU-DEB-NAG-GFL-DIST30	7	Switch Dist	USW	1000	USW-1G-GFL-DI30_P7	18	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE39	1	1000base-t		HU-DEB-NAG-GFL-ACPO19	mgmt0	Access Point	UP	1000	UP-GFL-AP19	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE39	2	1000base-t		HU-DEB-NAG-GFL-ACPO21	mgmt0	Access Point	UP	1000	UP-GFL-AP21	11	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-ACCE39	24	1000base-t	UPLINK	HU-DEB-NAG-GFL-DIST30	8	Switch Dist	USW	1000	USW-1G-GFL-DI30_P8	18	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	1	1000base-t	ACCE30_p24	HU-DEB-NAG-GFL-ACCE30	24	Switch Access	USW	1000	USW-1G-GFL-AC30_P24	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	2	1000base-t	ACCE31_p24	HU-DEB-NAG-GFL-ACCE31	24	Switch Access	USW	1000	USW-1G-GFL-AC31_P24	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	29	10gbase-x-sfpp	CORE01_p32	HU-DEB-NAG-CORE04	3	Switch Core	USW	10000	USW-NAG-CO04_P3	15	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	3	1000base-t	ACCE35_p24	HU-DEB-NAG-GFL-ACCE35	24	Switch Access	USW	1000	USW-1G-GFL-AC35_P24	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	30	10gbase-x-sfpp	CORE02_p32	HU-DEB-NAG-CORE03	3	Switch Core	USW	10000	USW-NAG-CO03_P3	15	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	4	1000base-t	ACCE36_p24	HU-DEB-NAG-GFL-ACCE36	24	Switch Access	USW	1000	USW-1G-GFL-AC36_P24	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	5	1000base-t	ACCE37_p24	HU-DEB-NAG-GFL-ACCE37	24	Switch Access	USW	1000	USW-1G-GFL-AC37_P24	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	6	1000base-t	ACCE34_p24	HU-DEB-NAG-GFL-ACCE34	24	Switch Access	USW	1000	USW-1G-GFL-AC34_P24	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	7	1000base-t	ACCE38_p24	HU-DEB-NAG-GFL-ACCE38	24	Switch Access	USW	1000	USW-1G-GFL-AC38_P24	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	8	1000base-t	ACCE39_p24	HU-DEB-NAG-GFL-ACCE39	24	Switch Access	USW	1000	USW-1G-GFL-AC39_P24	19	
HU-DEB-NAG-B	HU-DEB-NAG-GFL-DIST30	9	1000base-t	ACCE40_p24	HU-DEB-NAG-GFL-ACCE40	24	Switch Access	USW	1000	USW-1G-A-AC40_P24	17	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE30	29	10gbase-x-sfpp		HU-DEB-NAG-L01-DIST30	27	Switch Dist	USW	10000	USW-L01-DI30_P27	16	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE30	30	10gbase-x-sfpp		HU-DEB-NAG-L01-DIST30	28	Switch Dist	USW	10000	USW-L01-DI30_P28	16	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	1	1000base-t	L01-ACPO09	HU-DEB-NAG-L01-ACPO09	mgmt0	Access Point	UP	1000	UP-L01-AP09	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	10	1000base-t	L01-ACPO13	HU-DEB-NAG-L01-ACPO13	mgmt0	Access Point	UP	1000	UP-L01-AP13	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	11	1000base-t	L01-ACPO14	HU-DEB-NAG-L01-ACPO14	mgmt0	Access Point	UP	1000	UP-L01-AP14	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	12	1000base-t	L01-ACPO12	HU-DEB-NAG-L01-ACPO12	mgmt0	Access Point	UP	1000	UP-L01-AP12	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	13	1000base-t	L01-ACPO15	HU-DEB-NAG-L01-ACPO15	mgmt0	Access Point	UP	1000	UP-L01-AP15	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	14	1000base-t	L02-ACPO01	HU-DEB-NAG-L02-ACPO01	mgmt0	Access Point	UP	1000	UP-L02-AP01	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	15	1000base-t	UPLINK	HU-DEB-NAG-L01-DIST30	4	Switch Dist	USW	1000	USW-1G-L01-DI30_P4	18	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	16	1000base-t	UPLINK	HU-DEB-NAG-L01-DIST30	3	Switch Dist	USW	1000	USW-1G-L01-DI30_P3	18	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	3	1000base-t	L01-ACPO08	HU-DEB-NAG-L01-ACPO08	mgmt0	Access Point	UP	1000	UP-L01-AP08	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	8	1000base-t	L01-ACPO10	HU-DEB-NAG-L01-ACPO10	mgmt0	Access Point	UP	1000	UP-L01-AP10	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE31	9	1000base-t	L01-ACPO11	HU-DEB-NAG-L01-ACPO11	mgmt0	Access Point	UP	1000	UP-L01-AP11	11	
HU-DEB-NAG-B	HU-DEB-NAG-L01-ACCE32	23	1000base-t	L01-DIST01_p2	HU-DEB-NAG-L01-DIST30	2	Switch Dist	USW	1000	USW-1G-L01-DI30_P2	18	
